                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    311,                 0.6251,                0.91789,                 1.0747,                0.79581,                0.76775,                 0.8273,                0.72741,                0.50462,                0.78305,                  1.034,               0.006931,               0.006931,               0.006931
                    312,                 0.6264,                 0.9254,                 1.0784,                0.79816,                0.76691,                0.82731,                0.72753,                0.50468,                0.78275,                  1.034,              0.0069211,              0.0069211,              0.0069211
                    313,                0.62831,                0.91491,                 1.0815,                0.79739,                0.76736,                0.82737,                0.72778,                0.50482,                0.78241,                 1.0341,              0.0069112,              0.0069112,              0.0069112
                    314,                0.62661,                0.89701,                 1.0785,                0.79748,                0.76714,                0.82729,                0.72761,                0.50482,                0.78246,                 1.0341,              0.0069013,              0.0069013,              0.0069013
                    315,                0.62521,                0.89803,                 1.0758,                0.79639,                0.76823,                0.82751,                0.72755,                0.50486,                0.78248,                 1.0342,              0.0068914,              0.0068914,              0.0068914
                    316,                0.62042,                0.90537,                 1.0746,                0.79503,                0.76971,                0.82767,                0.72781,                0.50488,                0.78221,                 1.0342,              0.0068815,              0.0068815,              0.0068815
                    317,                0.62427,                0.91647,                 1.0775,                0.79642,                0.76936,                0.82768,                0.72765,                0.50489,                0.78233,                 1.0343,              0.0068716,              0.0068716,              0.0068716
                    318,                0.62171,                0.91741,                 1.0787,                0.79639,                0.76905,                0.82783,                0.72779,                0.50498,                0.78255,                 1.0344,              0.0068617,              0.0068617,              0.0068617
                    319,                0.61681,                0.89448,                 1.0702,                  0.795,                0.76979,                0.82784,                0.72763,                0.50505,                0.78283,                 1.0345,              0.0068518,              0.0068518,              0.0068518
                    320,                0.61409,                 0.8923,                 1.0734,                0.79536,                0.76985,                0.82771,                 0.7271,                0.50505,                  0.783,                 1.0345,              0.0068419,              0.0068419,              0.0068419
                    321,                0.62182,                0.91189,                 1.0773,                0.79455,                0.77099,                0.82779,                0.72736,                0.50505,                 0.7831,                 1.0345,               0.006832,               0.006832,               0.006832
                    322,                0.62384,                0.89718,                 1.0786,                0.79458,                0.77146,                0.82781,                0.72755,                0.50508,                0.78316,                 1.0345,              0.0068221,              0.0068221,              0.0068221
                    323,                0.62319,                0.89294,                 1.0761,                0.79463,                0.77198,                0.82784,                0.72758,                0.50517,                0.78298,                 1.0346,              0.0068122,              0.0068122,              0.0068122
                    324,                0.61893,                0.89587,                 1.0713,                0.79466,                0.77264,                0.82785,                0.72738,                0.50523,                0.78308,                 1.0347,              0.0068023,              0.0068023,              0.0068023
                    325,                0.62228,                0.90066,                 1.0776,                0.79461,                0.77275,                0.82778,                0.72748,                0.50524,                0.78316,                 1.0347,              0.0067924,              0.0067924,              0.0067924
                    326,                0.62169,                 0.9145,                 1.0752,                0.79465,                0.77236,                0.82782,                0.72776,                 0.5052,                0.78307,                 1.0347,              0.0067825,              0.0067825,              0.0067825
                    327,                0.62345,                0.90264,                 1.0774,                0.79433,                0.77234,                0.82779,                0.72762,                0.50528,                0.78306,                 1.0347,              0.0067726,              0.0067726,              0.0067726
                    328,                0.62184,                0.89695,                 1.0748,                0.79506,                0.77163,                0.82783,                0.72734,                0.50531,                0.78263,                 1.0348,              0.0067627,              0.0067627,              0.0067627
                    329,                0.62431,                 0.9051,                 1.0764,                 0.7948,                0.77157,                 0.8278,                0.72726,                0.50537,                0.78251,                 1.0349,              0.0067528,              0.0067528,              0.0067528
                    330,                0.61937,                0.89855,                 1.0738,                0.79496,                0.77193,                0.82787,                0.72762,                0.50535,                 0.7824,                 1.0349,              0.0067429,              0.0067429,              0.0067429
                    331,                 0.6185,                0.88582,                 1.0754,                0.79485,                0.77149,                0.82779,                0.72725,                0.50533,                 0.7825,                 1.0349,               0.006733,               0.006733,               0.006733
                    332,                0.61849,                0.89815,                 1.0775,                0.79406,                0.77217,                0.82788,                0.72754,                0.50537,                0.78234,                 1.0349,              0.0067231,              0.0067231,              0.0067231
                    333,                0.62258,                0.90349,                 1.0721,                 0.7941,                0.77356,                0.82776,                0.72772,                0.50528,                0.78223,                 1.0349,              0.0067132,              0.0067132,              0.0067132
                    334,                0.62916,                0.91916,                 1.0805,                 0.7922,                0.77417,                0.82778,                0.72765,                0.50533,                0.78226,                 1.0349,              0.0067033,              0.0067033,              0.0067033
                    335,                0.62434,                0.91251,                  1.077,                0.79192,                 0.7742,                0.82775,                0.72747,                0.50543,                0.78219,                  1.035,              0.0066934,              0.0066934,              0.0066934
                    336,                0.62247,                 0.8931,                 1.0778,                0.79239,                0.77427,                0.82776,                0.72719,                0.50557,                0.78205,                 1.0352,              0.0066835,              0.0066835,              0.0066835
                    337,                0.62443,                0.89188,                 1.0753,                0.79212,                0.77453,                0.82766,                0.72705,                0.50564,                0.78201,                 1.0353,              0.0066736,              0.0066736,              0.0066736
                    338,                0.61823,                0.88263,                 1.0749,                0.79319,                0.77444,                 0.8278,                 0.7271,                0.50568,                0.78216,                 1.0354,              0.0066637,              0.0066637,              0.0066637
                    339,                0.62299,                0.89256,                 1.0798,                0.79346,                0.77412,                0.82784,                0.72716,                0.50564,                0.78192,                 1.0353,              0.0066538,              0.0066538,              0.0066538
                    340,                0.61532,                0.89867,                 1.0701,                0.79454,                0.77326,                0.82759,                0.72723,                 0.5057,                0.78174,                 1.0353,              0.0066439,              0.0066439,              0.0066439
                    341,                0.62235,                0.88656,                 1.0761,                0.79554,                0.77203,                0.82766,                0.72749,                0.50562,                0.78174,                 1.0353,               0.006634,               0.006634,               0.006634
                    342,                0.61562,                0.88145,                 1.0717,                0.79563,                0.77225,                0.82771,                0.72737,                0.50557,                 0.7816,                 1.0352,              0.0066241,              0.0066241,              0.0066241
                    343,                0.61961,                 0.8962,                 1.0728,                0.79327,                0.77386,                0.82758,                0.72767,                0.50568,                0.78152,                 1.0355,              0.0066142,              0.0066142,              0.0066142
                    344,                0.61474,                0.87993,                 1.0755,                0.79224,                0.77504,                0.82772,                0.72765,                0.50577,                0.78139,                 1.0356,              0.0066043,              0.0066043,              0.0066043
                    345,                0.62059,                0.88549,                 1.0782,                0.79169,                 0.7748,                0.82754,                0.72751,                0.50585,                0.78149,                 1.0356,              0.0065944,              0.0065944,              0.0065944
                    346,                0.61524,                0.87596,                 1.0752,                0.79318,                 0.7741,                0.82757,                0.72726,                0.50592,                0.78139,                 1.0357,              0.0065845,              0.0065845,              0.0065845
                    347,                0.61945,                0.87926,                 1.0757,                0.79445,                 0.7733,                0.82758,                0.72728,                0.50602,                0.78138,                 1.0357,              0.0065746,              0.0065746,              0.0065746
                    348,                0.62195,                0.86634,                 1.0717,                0.79361,                0.77368,                0.82744,                 0.7273,                0.50615,                0.78152,                 1.0359,              0.0065647,              0.0065647,              0.0065647
                    349,                0.61322,                0.87742,                  1.069,                0.79343,                 0.7746,                0.82744,                 0.7271,                0.50612,                0.78192,                 1.0357,              0.0065548,              0.0065548,              0.0065548
                    350,                0.60802,                 0.8804,                 1.0666,                0.79279,                0.77499,                0.82736,                0.72719,                0.50617,                0.78223,                 1.0358,              0.0065449,              0.0065449,              0.0065449
                    351,                0.61646,                0.88294,                 1.0756,                0.79226,                0.77595,                0.82725,                0.72695,                0.50633,                 0.7821,                 1.0358,               0.006535,               0.006535,               0.006535
                    352,                 0.6096,                0.86595,                 1.0715,                0.79398,                 0.7742,                0.82721,                0.72682,                0.50615,                0.78256,                 1.0355,              0.0065251,              0.0065251,              0.0065251
                    353,                0.61185,                0.86791,                 1.0743,                0.79345,                 0.7738,                0.82719,                0.72686,                0.50623,                0.78221,                 1.0356,              0.0065152,              0.0065152,              0.0065152
                    354,                0.61041,                0.86637,                 1.0688,                0.79342,                0.77332,                0.82697,                0.72678,                0.50632,                0.78224,                 1.0356,              0.0065053,              0.0065053,              0.0065053
                    355,                0.61564,                0.88511,                 1.0722,                0.79503,                0.77166,                0.82711,                0.72662,                0.50667,                0.78222,                 1.0359,              0.0064954,              0.0064954,              0.0064954
                    356,                0.61973,                 0.8829,                 1.0756,                0.79647,                 0.7702,                0.82724,                0.72654,                0.50677,                0.78222,                 1.0359,              0.0064855,              0.0064855,              0.0064855
                    357,                0.60779,                0.87019,                  1.067,                0.79706,                0.77013,                0.82725,                 0.7266,                0.50691,                0.78223,                  1.036,              0.0064756,              0.0064756,              0.0064756
                    358,                0.61067,                0.86454,                 1.0678,                0.79716,                0.77068,                0.82768,                0.72681,                0.50691,                0.78222,                  1.036,              0.0064657,              0.0064657,              0.0064657
                    359,                0.61336,                0.86999,                 1.0715,                0.79647,                0.77069,                0.82733,                0.72683,                0.50703,                 0.7823,                 1.0362,              0.0064558,              0.0064558,              0.0064558
                    360,                0.61365,                 0.8757,                 1.0709,                0.79432,                0.77229,                0.82734,                0.72696,                0.50706,                0.78222,                 1.0362,              0.0064459,              0.0064459,              0.0064459
                    361,                0.61177,                0.87178,                   1.07,                0.79373,                0.77195,                0.82736,                 0.7268,                0.50703,                0.78221,                 1.0361,               0.006436,               0.006436,               0.006436
                    362,                0.61202,                0.87161,                 1.0707,                0.80725,                0.76104,                0.82754,                0.72696,                0.50707,                0.78194,                 1.0361,              0.0064261,              0.0064261,              0.0064261
                    363,                0.62023,                0.86769,                 1.0715,                0.80479,                0.76263,                0.82757,                0.72705,                0.50709,                 0.7817,                 1.0362,              0.0064162,              0.0064162,              0.0064162
                    364,                0.60818,                0.87863,                 1.0684,                0.80662,                0.76132,                0.82761,                0.72716,                0.50691,                0.78144,                  1.036,              0.0064063,              0.0064063,              0.0064063
                    365,                0.61354,                0.87127,                 1.0713,                0.79896,                0.76852,                0.82762,                  0.727,                  0.507,                0.78148,                 1.0361,              0.0063964,              0.0063964,              0.0063964
                    366,                0.61393,                0.88069,                 1.0714,                0.79823,                 0.7698,                0.82776,                0.72666,                0.50692,                0.78136,                 1.0359,              0.0063865,              0.0063865,              0.0063865
                    367,                0.61503,                0.86194,                 1.0703,                0.80664,                0.76326,                0.82788,                0.72686,                 0.5069,                0.78117,                 1.0359,              0.0063766,              0.0063766,              0.0063766
                    368,                0.60396,                 0.8544,                 1.0662,                0.79732,                 0.7711,                0.82794,                 0.7269,                0.50696,                0.78122,                 1.0359,              0.0063667,              0.0063667,              0.0063667
                    369,                0.60467,                0.86602,                  1.067,                0.79719,                0.77146,                0.82802,                0.72691,                0.50694,                0.78131,                 1.0359,              0.0063568,              0.0063568,              0.0063568
                    370,                0.60848,                0.85995,                 1.0669,                0.79968,                0.76984,                0.82803,                0.72688,                0.50698,                0.78136,                  1.036,              0.0063469,              0.0063469,              0.0063469
                    371,                0.61222,                0.85121,                 1.0682,                 0.8024,                0.76737,                0.82803,                 0.7268,                0.50704,                0.78111,                 1.0361,               0.006337,               0.006337,               0.006337
                    372,                0.61401,                 0.8697,                 1.0723,                0.80177,                0.76781,                0.82784,                0.72645,                  0.507,                0.78147,                  1.036,              0.0063271,              0.0063271,              0.0063271
                    373,                0.60917,                0.86106,                 1.0697,                0.80183,                 0.7677,                0.82775,                0.72641,                0.50703,                0.78138,                  1.036,              0.0063172,              0.0063172,              0.0063172
                    374,                0.60968,                0.87034,                 1.0727,                0.80086,                  0.768,                0.82757,                0.72654,                0.50697,                 0.7812,                  1.036,              0.0063073,              0.0063073,              0.0063073
                    375,                0.60595,                0.85296,                 1.0655,                  0.801,                0.76791,                 0.8277,                0.72641,                0.50697,                0.78132,                 1.0359,              0.0062974,              0.0062974,              0.0062974
                    376,                0.60043,                 0.8409,                 1.0622,                0.80056,                0.76828,                0.82762,                0.72643,                0.50701,                 0.7812,                  1.036,              0.0062875,              0.0062875,              0.0062875
                    377,                0.60625,                0.85396,                 1.0644,                 0.8008,                0.76863,                0.82757,                0.72661,                0.50699,                0.78118,                 1.0359,              0.0062776,              0.0062776,              0.0062776
                    378,                0.61081,                0.85119,                 1.0704,                0.80021,                0.76867,                0.82778,                0.72665,                0.50707,                0.78105,                 1.0359,              0.0062677,              0.0062677,              0.0062677
                    379,                0.60722,                 0.8424,                 1.0684,                0.80087,                0.76806,                0.82779,                 0.7268,                0.50712,                0.78111,                 1.0359,              0.0062578,              0.0062578,              0.0062578
                    380,                0.60353,                0.84002,                 1.0656,                0.80032,                0.76882,                0.82772,                0.72678,                 0.5071,                0.78119,                 1.0359,              0.0062479,              0.0062479,              0.0062479
                    381,                0.60649,                0.85261,                 1.0694,                0.80068,                0.76853,                 0.8278,                0.72661,                0.50712,                0.78106,                 1.0359,               0.006238,               0.006238,               0.006238
                    382,                0.60922,                0.86128,                 1.0726,                0.79822,                0.76957,                0.82775,                0.72676,                0.50718,                0.78103,                 1.0359,              0.0062281,              0.0062281,              0.0062281
                    383,                 0.6056,                0.85498,                 1.0688,                0.80023,                0.76861,                0.82768,                0.72651,                0.50716,                0.78091,                 1.0359,              0.0062182,              0.0062182,              0.0062182
                    384,                0.61263,                0.84636,                 1.0648,                0.79584,                 0.7716,                0.82778,                0.72687,                0.50708,                0.78101,                 1.0358,              0.0062083,              0.0062083,              0.0062083
                    385,                0.61429,                   0.87,                 1.0727,                0.79883,                0.76981,                0.82773,                0.72676,                0.50705,                0.78139,                 1.0358,              0.0061984,              0.0061984,              0.0061984
                    386,                 0.6031,                0.84952,                 1.0656,                0.79787,                0.77009,                0.82764,                0.72679,                0.50709,                 0.7814,                 1.0358,              0.0061885,              0.0061885,              0.0061885
                    387,                  0.609,                0.85232,                 1.0665,                0.80067,                 0.7681,                0.82776,                0.72677,                 0.5071,                 0.7812,                 1.0358,              0.0061786,              0.0061786,              0.0061786
                    388,                0.60584,                0.84531,                 1.0698,                0.80201,                 0.7674,                0.82776,                0.72677,                0.50706,                0.78126,                 1.0358,              0.0061687,              0.0061687,              0.0061687
                    389,                0.60824,                0.85209,                 1.0682,                 0.8075,                0.76372,                0.82773,                0.72647,                0.50706,                 0.7814,                 1.0358,              0.0061588,              0.0061588,              0.0061588
                    390,                0.60803,                0.85694,                 1.0696,                0.81086,                0.76035,                0.82776,                0.72679,                0.50703,                0.78127,                 1.0359,              0.0061489,              0.0061489,              0.0061489
                    391,                0.60629,                0.84947,                 1.0699,                0.81082,                 0.7603,                0.82777,                 0.7265,                0.50693,                0.78127,                 1.0358,               0.006139,               0.006139,               0.006139
                    392,                0.60213,                0.84098,                 1.0661,                0.80942,                0.76225,                0.82776,                0.72647,                0.50699,                0.78088,                 1.0359,              0.0061291,              0.0061291,              0.0061291
                    393,                0.60294,                0.83774,                 1.0596,                0.81263,                 0.7592,                0.82774,                0.72638,                0.50691,                 0.7808,                 1.0358,              0.0061192,              0.0061192,              0.0061192
                    394,                0.60103,                0.83999,                 1.0632,                0.80416,                0.76616,                0.82766,                0.72636,                 0.5069,                0.78053,                 1.0358,              0.0061093,              0.0061093,              0.0061093
                    395,                0.60091,                0.84785,                  1.065,                0.80411,                0.76545,                0.82767,                 0.7265,                0.50691,                0.78012,                 1.0358,              0.0060994,              0.0060994,              0.0060994
                    396,                0.60194,                0.84142,                 1.0679,                0.80368,                 0.7666,                0.82783,                0.72668,                0.50697,                0.77996,                 1.0359,              0.0060895,              0.0060895,              0.0060895
                    397,                 0.6045,                0.86295,                 1.0683,                0.80656,                0.76366,                0.82775,                0.72662,                0.50699,                0.78021,                 1.0359,              0.0060796,              0.0060796,              0.0060796
                    398,                0.60483,                0.84109,                 1.0665,                0.80588,                0.76427,                0.82776,                0.72678,                0.50688,                0.78032,                 1.0359,              0.0060697,              0.0060697,              0.0060697
                    399,                0.60178,                0.84836,                 1.0659,                0.80365,                0.76623,                0.82764,                 0.7269,                0.50689,                0.78041,                 1.0359,              0.0060598,              0.0060598,              0.0060598
                    400,                 0.6063,                0.84376,                 1.0675,                0.80565,                0.76452,                0.82753,                0.72644,                0.50698,                0.78037,                 1.0359,              0.0060499,              0.0060499,              0.0060499
                    401,                0.61213,                0.86597,                 1.0717,                0.80606,                0.76412,                0.82731,                 0.7265,                0.50697,                0.78036,                 1.0359,                0.00604,                0.00604,                0.00604
                    402,                 0.6051,                0.84807,                 1.0654,                0.80753,                0.76343,                0.82757,                0.72668,                0.50695,                0.78033,                 1.0358,              0.0060301,              0.0060301,              0.0060301
                    403,                0.60724,                 0.8458,                 1.0668,                0.80853,                0.76329,                0.82757,                0.72661,                0.50712,                0.78007,                 1.0361,              0.0060202,              0.0060202,              0.0060202
                    404,                0.60044,                0.83103,                 1.0635,                0.80813,                0.76326,                0.82757,                0.72669,                0.50706,                 0.7798,                  1.036,              0.0060103,              0.0060103,              0.0060103
                    405,                0.60473,                0.84499,                 1.0622,                0.80808,                0.76422,                0.82716,                0.72656,                0.50701,                0.77967,                  1.036,              0.0060004,              0.0060004,              0.0060004
                    406,                0.60104,                0.83472,                 1.0646,                 0.8107,                0.76314,                 0.8273,                0.72667,                0.50698,                0.77934,                 1.0359,              0.0059905,              0.0059905,              0.0059905
                    407,                0.60239,                 0.8287,                 1.0654,                0.81107,                0.76209,                0.82755,                0.72669,                0.50703,                0.77929,                 1.0359,              0.0059806,              0.0059806,              0.0059806
                    408,                 0.6044,                0.85008,                 1.0649,                0.80965,                0.76452,                0.82752,                0.72647,                0.50702,                0.77918,                 1.0359,              0.0059707,              0.0059707,              0.0059707
                    409,                0.60469,                0.83832,                 1.0645,                 0.8107,                0.76335,                 0.8274,                0.72633,                0.50701,                0.77906,                 1.0359,              0.0059608,              0.0059608,              0.0059608
                    410,                0.60303,                0.83348,                 1.0664,                0.81278,                0.76197,                 0.8275,                0.72635,                0.50696,                0.77874,                 1.0357,              0.0059509,              0.0059509,              0.0059509
                    411,                0.59538,                0.81579,                 1.0589,                0.81383,                0.76137,                0.82744,                0.72635,                0.50692,                0.77863,                 1.0357,               0.005941,               0.005941,               0.005941
                    412,                 0.6047,                0.83248,                 1.0686,                0.81325,                0.76301,                0.82751,                0.72635,                0.50699,                0.77837,                 1.0358,              0.0059311,              0.0059311,              0.0059311
                    413,                0.59698,                0.82566,                 1.0649,                0.81322,                 0.7623,                0.82746,                0.72639,                0.50703,                0.77838,                 1.0359,              0.0059212,              0.0059212,              0.0059212
                    414,                0.59794,                0.82788,                 1.0593,                0.81243,                0.76401,                0.82767,                0.72678,                0.50702,                0.77813,                 1.0359,              0.0059113,              0.0059113,              0.0059113
                    415,                0.59617,                0.82553,                 1.0581,                 0.8153,                0.76091,                0.82767,                0.72711,                0.50699,                0.77773,                 1.0359,              0.0059014,              0.0059014,              0.0059014
                    416,                0.59911,                0.83225,                 1.0625,                0.81576,                0.76081,                0.82773,                0.72686,                0.50701,                 0.7775,                 1.0359,              0.0058915,              0.0058915,              0.0058915
                    417,                0.59998,                0.82826,                 1.0604,                0.81573,                0.76112,                0.82796,                0.72713,                0.50704,                0.77727,                 1.0359,              0.0058816,              0.0058816,              0.0058816
                    418,                0.60382,                 0.8338,                 1.0647,                0.81596,                0.75995,                0.82794,                0.72718,                0.50702,                0.77714,                 1.0358,              0.0058717,              0.0058717,              0.0058717
